fecha,periodo,anio,mes,trimestre,id_producto,producto,categoria,cantidad,precio_unitario,total,total_calculado,diferencia_total,costo,margen_unitario,margen_estimado,margen_pct,stock
2025-01-07,2025-01,2025,1,2025Q1,P025,Pintura látex blanca 1 gl,Pinturas,2,49.94,99.88,99.88,0.0,34.0,15.94,31.88,0.3192,38
2025-01-07,2025-01,2025,1,2025Q1,P009,Taladro percutor 650W,Herramientas eléctricas,2,194.64,389.28,389.28,0.0,145.0,49.64,99.28,0.255,9
2025-01-07,2025-01,2025,1,2025Q1,P049,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,8,8.73,69.84,69.84,0.0,4.8,3.93,31.44,0.4502,145
2025-01-08,2025-01,2025,1,2025Q1,P019,Pegamento cerámico 25 kg,Materiales de construcción,10,23.42,234.2,234.2,0.0,18.2,5.22,52.2,0.2229,68
2025-01-09,2025-01,2025,1,2025Q1,P058,Lente de seguridad transparente,Seguridad industrial,4,9.96,39.84,39.84,0.0,6.4,3.56,14.24,0.3574,95
2025-01-09,2025-01,2025,1,2025Q1,P031,Lija al agua grano 220,Pinturas,2,1.01,2.02,2.02,0.0,0.55,0.46,0.92,0.4554,320
2025-01-09,2025-01,2025,1,2025Q1,P029,Rodillo felpa 9 pulgadas,Pinturas,3,16.0,48.0,48.0,0.0,9.7,6.3,18.9,0.3938,62
2025-01-10,2025-01,2025,1,2025Q1,P037,Foco LED 9W luz fría,Electricidad,15,7.12,106.8,106.8,0.0,4.8,2.32,34.8,0.3258,140
2025-01-10,2025-01,2025,1,2025Q1,P031,Lija al agua grano 220,Pinturas,3,1.0,3.0,3.0,0.0,0.55,0.45,1.35,0.45,320
2025-01-11,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,1,3.57,3.57,3.57,0.0,2.1,1.47,1.47,0.4118,160
2025-01-11,2025-01,2025,1,2025Q1,P005,Cinta métrica 5 m,Herramientas manuales,3,13.52,40.56,40.56,0.0,8.8,4.72,14.16,0.3491,57
2025-01-11,2025-01,2025,1,2025Q1,P051,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,8,5.35,42.8,42.8,0.0,3.1,2.25,18.0,0.4206,180
2025-01-12,2025-01,2025,1,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,8,29.18,233.44,233.44,0.0,24.0,5.18,41.44,0.1775,96
2025-01-12,2025-01,2025,1,2025Q1,P003,Destornillador plano 6 pulgadas,Herramientas manuales,2,9.02,18.04,18.04,0.0,5.4,3.62,7.24,0.4013,85
2025-01-12,2025-01,2025,1,2025Q1,P037,Foco LED 9W luz fría,Electricidad,15,7.4,111.0,111.0,0.0,4.8,2.6,39.0,0.3514,140
2025-01-13,2025-01,2025,1,2025Q1,P005,Cinta métrica 5 m,Herramientas manuales,3,13.97,41.91,41.91,0.0,8.8,5.17,15.51,0.3701,57
2025-01-15,2025-01,2025,1,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,4,29.12,116.48,116.48,0.0,24.0,5.12,20.48,0.1758,96
2025-01-15,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,10,3.53,35.3,35.3,0.0,2.1,1.43,14.3,0.4051,160
2025-01-15,2025-01,2025,1,2025Q1,P003,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.02,9.02,9.02,0.0,5.4,3.62,3.62,0.4013,85
2025-01-15,2025-01,2025,1,2025Q1,P034,Interruptor simple empotrable,Electricidad,8,8.69,69.52,69.52,0.0,5.8,2.89,23.12,0.3326,95
2025-01-15,2025-01,2025,1,2025Q1,P007,Nivel de burbuja 40 cm,Herramientas manuales,4,27.86,111.44,111.44,0.0,19.9,7.96,31.84,0.2857,19
2025-01-15,2025-01,2025,1,2025Q1,P049,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,2,8.39,16.78,16.78,0.0,4.8,3.59,7.18,0.4279,145
2025-01-16,2025-01,2025,1,2025Q1,P039,Canaleta PVC 20x10 mm,Electricidad,8,4.74,37.92,37.92,0.0,3.2,1.54,12.32,0.3249,115
2025-01-16,2025-01,2025,1,2025Q1,P059,Casco de seguridad amarillo,Seguridad industrial,1,24.32,24.32,24.32,0.0,16.5,7.82,7.82,0.3215,32
2025-01-16,2025-01,2025,1,2025Q1,P027,Esmalte sintético negro 1/4 gl,Pinturas,1,26.69,26.69,26.69,0.0,18.0,8.69,8.69,0.3256,45
2025-01-17,2025-01,2025,1,2025Q1,P019,Pegamento cerámico 25 kg,Materiales de construcción,2,23.8,47.6,47.6,0.0,18.2,5.6,11.2,0.2353,68
2025-01-17,2025-01,2025,1,2025Q1,P035,Tomacorriente doble,Electricidad,15,10.72,160.8,160.8,0.0,7.2,3.52,52.8,0.3284,87
2025-01-17,2025-01,2025,1,2025Q1,P046,Trampa lavatorio PVC,Gasfitería,1,12.45,12.45,12.45,0.0,8.5,3.95,3.95,0.3173,44
2025-01-18,2025-01,2025,1,2025Q1,P042,Codo PVC 1/2 pulgada,Gasfitería,4,1.54,6.16,6.16,0.0,0.95,0.59,2.36,0.3831,260
2025-01-18,2025-01,2025,1,2025Q1,P020,Yeso bolsa 20 kg,Materiales de construcción,12,13.78,165.36,165.36,0.0,10.8,2.98,35.76,0.2163,55
2025-01-19,2025-01,2025,1,2025Q1,P033,Cable THW 12 AWG metro,Electricidad,1,3.63,3.63,3.63,0.0,2.4,1.23,1.23,0.3388,420
2025-01-19,2025-01,2025,1,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,5,30.46,152.3,152.3,0.0,24.0,6.46,32.3,0.2121,96
2025-01-19,2025-01,2025,1,2025Q1,P008,Llave francesa 10 pulgadas,Herramientas manuales,2,38.23,76.46,76.46,0.0,28.0,10.23,20.46,0.2676,16
2025-01-19,2025-01,2025,1,2025Q1,P019,Pegamento cerámico 25 kg,Materiales de construcción,8,23.76,190.08,190.08,0.0,18.2,5.56,44.48,0.234,68
2025-01-20,2025-01,2025,1,2025Q1,P002,Alicate universal 8 pulgadas,Herramientas manuales,3,24.06,72.18,72.18,0.0,16.2,7.86,23.58,0.3267,42
2025-01-20,2025-01,2025,1,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,5,29.23,146.15,146.15,0.0,24.0,5.23,26.15,0.1789,96
2025-01-20,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,10,3.46,34.6,34.6,0.0,2.1,1.36,13.6,0.3931,160
2025-01-20,2025-01,2025,1,2025Q1,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,8.79,8.79,8.79,0.0,5.2,3.59,3.59,0.4084,130
2025-01-21,2025-01,2025,1,2025Q1,P048,Ducha eléctrica 5500W,Gasfitería,2,92.27,184.54,184.54,0.0,69.0,23.27,46.54,0.2522,10
2025-01-21,2025-01,2025,1,2025Q1,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,5,8.8,44.0,44.0,0.0,5.2,3.6,18.0,0.4091,130
2025-01-22,2025-01,2025,1,2025Q1,P033,Cable THW 12 AWG metro,Electricidad,8,3.48,27.84,27.84,0.0,2.4,1.08,8.64,0.3103,420
2025-01-22,2025-01,2025,1,2025Q1,P043,Llave esférica 1/2 pulgada,Gasfitería,6,14.65,87.9,87.9,0.0,9.8,4.85,29.1,0.3311,74
2025-01-22,2025-01,2025,1,2025Q1,P066,Regadera plástica 10 L,Jardinería,2,27.62,55.24,55.24,0.0,18.5,9.12,18.24,0.3302,24
2025-01-23,2025-01,2025,1,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,10,29.63,296.3,296.3,0.0,24.0,5.63,56.3,0.19,96
2025-01-23,2025-01,2025,1,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,12,30.7,368.4,368.4,0.0,24.0,6.7,80.4,0.2182,96
2025-01-23,2025-01,2025,1,2025Q1,P058,Lente de seguridad transparente,Seguridad industrial,10,9.53,95.3,95.3,0.0,6.4,3.13,31.3,0.3284,95
2025-01-23,2025-01,2025,1,2025Q1,P046,Trampa lavatorio PVC,Gasfitería,4,12.67,50.68,50.68,0.0,8.5,4.17,16.68,0.3291,44
2025-01-24,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,2,3.67,7.34,7.34,0.0,2.1,1.57,3.14,0.4278,160
2025-01-24,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,4,3.6,14.4,14.4,0.0,2.1,1.5,6.0,0.4167,160
2025-01-24,2025-01,2025,1,2025Q1,P055,Remache pop 1/8 ciento,Tornillería y fijaciones,2,15.28,30.56,30.56,0.0,9.5,5.78,11.56,0.3783,41
2025-01-25,2025-01,2025,1,2025Q1,P056,Anclaje expansivo 3/8 unidad,Tornillería y fijaciones,5,2.91,14.55,14.55,0.0,1.8,1.11,5.55,0.3814,110
2025-01-25,2025-01,2025,1,2025Q1,P001,Martillo de acero 16 oz,Herramientas manuales,2,26.06,52.12,52.12,0.0,18.5,7.56,15.12,0.2901,34
2025-01-25,2025-01,2025,1,2025Q1,P019,Pegamento cerámico 25 kg,Materiales de construcción,6,23.19,139.14,139.14,0.0,18.2,4.99,29.94,0.2152,68
2025-01-25,2025-01,2025,1,2025Q1,P035,Tomacorriente doble,Electricidad,1,11.06,11.06,11.06,0.0,7.2,3.86,3.86,0.349,87
2025-01-26,2025-01,2025,1,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,2,29.38,58.76,58.76,0.0,24.0,5.38,10.76,0.1831,96
2025-01-26,2025-01,2025,1,2025Q1,P070,Fertilizante universal 1 kg,Jardinería,3,14.42,43.26,43.26,0.0,9.8,4.62,13.86,0.3204,52
2025-01-27,2025-01,2025,1,2025Q1,P018,Arena fina saco 40 kg,Materiales de construcción,10,9.51,95.1,95.1,0.0,7.6,1.91,19.1,0.2008,120
2025-01-27,2025-01,2025,1,2025Q1,P005,Cinta métrica 5 m,Herramientas manuales,1,13.84,13.84,13.84,0.0,8.8,5.04,5.04,0.3642,57
2025-01-28,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,8,3.45,27.6,27.6,0.0,2.1,1.35,10.8,0.3913,160
2025-01-28,2025-01,2025,1,2025Q1,P001,Martillo de acero 16 oz,Herramientas manuales,4,27.76,111.04,111.04,0.0,18.5,9.26,37.04,0.3336,34
2025-01-29,2025-01,2025,1,2025Q1,P059,Casco de seguridad amarillo,Seguridad industrial,1,23.93,23.93,23.93,0.0,16.5,7.43,7.43,0.3105,32
2025-01-29,2025-01,2025,1,2025Q1,P003,Destornillador plano 6 pulgadas,Herramientas manuales,1,8.85,8.85,8.85,0.0,5.4,3.45,3.45,0.3898,85
2025-01-29,2025-01,2025,1,2025Q1,P060,Mascarilla KN95 unidad,Seguridad industrial,10,2.58,25.8,25.8,0.0,1.6,0.98,9.8,0.3798,260
2025-01-29,2025-01,2025,1,2025Q1,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,2,7.67,15.34,15.34,0.0,5.4,2.27,4.54,0.296,130
2025-01-30,2025-01,2025,1,2025Q1,P002,Alicate universal 8 pulgadas,Herramientas manuales,2,23.97,47.94,47.94,0.0,16.2,7.77,15.54,0.3242,42
2025-01-30,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,5,3.64,18.2,18.2,0.0,2.1,1.54,7.7,0.4231,160
2025-01-31,2025-01,2025,1,2025Q1,P036,Cinta aislante negra,Electricidad,15,3.45,51.75,51.75,0.0,2.1,1.35,20.25,0.3913,160
2025-01-31,2025-01,2025,1,2025Q1,P037,Foco LED 9W luz fría,Electricidad,1,7.12,7.12,7.12,0.0,4.8,2.32,2.32,0.3258,140
2025-01-31,2025-01,2025,1,2025Q1,P054,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,10,9.78,97.8,97.8,0.0,6.0,3.78,37.8,0.3865,75
2025-02-01,2025-02,2025,2,2025Q1,P010,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,154.43,154.43,154.43,0.0,118.0,36.43,36.43,0.2359,7
2025-02-01,2025-02,2025,2,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,15,29.76,446.4,446.4,0.0,24.0,5.76,86.4,0.1935,96
2025-02-01,2025-02,2025,2,2025Q1,P042,Codo PVC 1/2 pulgada,Gasfitería,5,1.6,8.0,8.0,0.0,0.95,0.65,3.25,0.4062,260
2025-02-01,2025-02,2025,2,2025Q1,P034,Interruptor simple empotrable,Electricidad,15,9.26,138.9,138.9,0.0,5.8,3.46,51.9,0.3737,95
2025-02-01,2025-02,2025,2,2025Q1,P001,Martillo de acero 16 oz,Herramientas manuales,3,26.54,79.62,79.62,0.0,18.5,8.04,24.12,0.3029,34
2025-02-02,2025-02,2025,2,2025Q1,P018,Arena fina saco 40 kg,Materiales de construcción,12,9.78,117.36,117.36,0.0,7.6,2.18,26.16,0.2229,120
2025-02-02,2025-02,2025,2,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,8,28.78,230.24,230.24,0.0,24.0,4.78,38.24,0.1661,96
2025-02-02,2025-02,2025,2,2025Q1,P021,Ladrillo pandereta unidad,Materiales de construcción,3,1.0,3.0,3.0,0.0,0.82,0.18,0.54,0.18,900
2025-02-02,2025-02,2025,2,2025Q1,P058,Lente de seguridad transparente,Seguridad industrial,2,9.74,19.48,19.48,0.0,6.4,3.34,6.68,0.3429,95
2025-02-02,2025-02,2025,2,2025Q1,P029,Rodillo felpa 9 pulgadas,Pinturas,1,15.6,15.6,15.6,0.0,9.7,5.9,5.9,0.3782,62
2025-02-02,2025-02,2025,2,2025Q1,P009,Taladro percutor 650W,Herramientas eléctricas,3,198.47,595.41,595.41,0.0,145.0,53.47,160.41,0.2694,9
2025-02-03,2025-02,2025,2,2025Q1,P058,Lente de seguridad transparente,Seguridad industrial,2,9.46,18.92,18.92,0.0,6.4,3.06,6.12,0.3235,95
2025-02-04,2025-02,2025,2,2025Q1,P018,Arena fina saco 40 kg,Materiales de construcción,2,9.81,19.62,19.62,0.0,7.6,2.21,4.42,0.2253,120
2025-02-04,2025-02,2025,2,2025Q1,P003,Destornillador plano 6 pulgadas,Herramientas manuales,2,9.14,18.28,18.28,0.0,5.4,3.74,7.48,0.4092,85
2025-02-04,2025-02,2025,2,2025Q1,P037,Foco LED 9W luz fría,Electricidad,3,6.91,20.73,20.73,0.0,4.8,2.11,6.33,0.3054,140
2025-02-04,2025-02,2025,2,2025Q1,P020,Yeso bolsa 20 kg,Materiales de construcción,10,14.19,141.9,141.9,0.0,10.8,3.39,33.9,0.2389,55
2025-02-05,2025-02,2025,2,2025Q1,P070,Fertilizante universal 1 kg,Jardinería,5,14.48,72.4,72.4,0.0,9.8,4.68,23.4,0.3232,52
2025-02-05,2025-02,2025,2,2025Q1,P057,Guante de seguridad latex par,Seguridad industrial,3,6.68,20.04,20.04,0.0,4.3,2.38,7.14,0.3563,150
2025-02-05,2025-02,2025,2,2025Q1,P058,Lente de seguridad transparente,Seguridad industrial,5,9.87,49.35,49.35,0.0,6.4,3.47,17.35,0.3516,95
2025-02-06,2025-02,2025,2,2025Q1,P033,Cable THW 12 AWG metro,Electricidad,1,3.62,3.62,3.62,0.0,2.4,1.22,1.22,0.337,420
2025-02-06,2025-02,2025,2,2025Q1,P032,Thinner acrílico 1 L,Pinturas,2,13.02,26.04,26.04,0.0,8.9,4.12,8.24,0.3164,70
2025-02-07,2025-02,2025,2,2025Q1,P071,Maceta plastica mediana,Jardinería,4,10.45,41.8,41.8,0.0,6.5,3.95,15.8,0.378,80
2025-02-07,2025-02,2025,2,2025Q1,P035,Tomacorriente doble,Electricidad,10,11.01,110.1,110.1,0.0,7.2,3.81,38.1,0.346,87
2025-02-08,2025-02,2025,2,2025Q1,P005,Cinta métrica 5 m,Herramientas manuales,5,14.2,71.0,71.0,0.0,8.8,5.4,27.0,0.3803,57
2025-02-08,2025-02,2025,2,2025Q1,P021,Ladrillo pandereta unidad,Materiales de construcción,20,1.01,20.2,20.2,0.0,0.82,0.19,3.8,0.1881,900
2025-02-08,2025-02,2025,2,2025Q1,P001,Martillo de acero 16 oz,Herramientas manuales,5,26.29,131.45,131.45,0.0,18.5,7.79,38.95,0.2963,34
2025-02-09,2025-02,2025,2,2025Q1,P002,Alicate universal 8 pulgadas,Herramientas manuales,1,25.14,25.14,25.14,0.0,16.2,8.94,8.94,0.3556,42
2025-02-09,2025-02,2025,2,2025Q1,P002,Alicate universal 8 pulgadas,Herramientas manuales,2,23.71,47.42,47.42,0.0,16.2,7.51,15.02,0.3167,42
2025-02-10,2025-02,2025,2,2025Q1,P056,Anclaje expansivo 3/8 unidad,Tornillería y fijaciones,4,2.83,11.32,11.32,0.0,1.8,1.03,4.12,0.364,110
2025-02-10,2025-02,2025,2,2025Q1,P035,Tomacorriente doble,Electricidad,8,10.89,87.12,87.12,0.0,7.2,3.69,29.52,0.3388,87
2025-02-11,2025-02,2025,2,2025Q1,P036,Cinta aislante negra,Electricidad,1,3.46,3.46,3.46,0.0,2.1,1.36,1.36,0.3931,160
2025-02-11,2025-02,2025,2,2025Q1,P005,Cinta métrica 5 m,Herramientas manuales,1,13.27,13.27,13.27,0.0,8.8,4.47,4.47,0.3369,57
2025-02-11,2025-02,2025,2,2025Q1,P042,Codo PVC 1/2 pulgada,Gasfitería,2,1.61,3.22,3.22,0.0,0.95,0.66,1.32,0.4099,260
2025-02-11,2025-02,2025,2,2025Q1,P031,Lija al agua grano 220,Pinturas,1,1.03,1.03,1.03,0.0,0.55,0.48,0.48,0.466,320
2025-02-11,2025-02,2025,2,2025Q1,P043,Llave esférica 1/2 pulgada,Gasfitería,1,14.14,14.14,14.14,0.0,9.8,4.34,4.34,0.3069,74
2025-02-12,2025-02,2025,2,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,3,29.58,88.74,88.74,0.0,24.0,5.58,16.74,0.1886,96
2025-02-12,2025-02,2025,2,2025Q1,P057,Guante de seguridad latex par,Seguridad industrial,5,6.84,34.2,34.2,0.0,4.3,2.54,12.7,0.3713,150
2025-02-12,2025-02,2025,2,2025Q1,P071,Maceta plastica mediana,Jardinería,4,10.43,41.72,41.72,0.0,6.5,3.93,15.72,0.3768,80
2025-02-12,2025-02,2025,2,2025Q1,P019,Pegamento cerámico 25 kg,Materiales de construcción,2,23.45,46.9,46.9,0.0,18.2,5.25,10.5,0.2239,68
2025-02-12,2025-02,2025,2,2025Q1,P051,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,10,5.4,54.0,54.0,0.0,3.1,2.3,23.0,0.4259,180
2025-02-12,2025-02,2025,2,2025Q1,P049,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,8,8.35,66.8,66.8,0.0,4.8,3.55,28.4,0.4251,145
2025-02-13,2025-02,2025,2,2025Q1,P018,Arena fina saco 40 kg,Materiales de construcción,8,9.17,73.36,73.36,0.0,7.6,1.57,12.56,0.1712,120
2025-02-13,2025-02,2025,2,2025Q1,P057,Guante de seguridad latex par,Seguridad industrial,5,6.88,34.4,34.4,0.0,4.3,2.58,12.9,0.375,150
2025-02-13,2025-02,2025,2,2025Q1,P065,Manguera reforzada 15 m,Jardinería,2,49.2,98.4,98.4,0.0,34.0,15.2,30.4,0.3089,28
2025-02-13,2025-02,2025,2,2025Q1,P065,Manguera reforzada 15 m,Jardinería,2,47.45,94.9,94.9,0.0,34.0,13.45,26.9,0.2835,28
2025-02-13,2025-02,2025,2,2025Q1,P060,Mascarilla KN95 unidad,Seguridad industrial,4,2.67,10.68,10.68,0.0,1.6,1.07,4.28,0.4007,260
2025-02-13,2025-02,2025,2,2025Q1,P045,Pegamento PVC 1/4 gl,Gasfitería,5,17.02,85.1,85.1,0.0,11.6,5.42,27.1,0.3184,58
2025-02-13,2025-02,2025,2,2025Q1,P035,Tomacorriente doble,Electricidad,15,10.78,161.7,161.7,0.0,7.2,3.58,53.7,0.3321,87
2025-02-13,2025-02,2025,2,2025Q1,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,2,7.66,15.32,15.32,0.0,5.4,2.26,4.52,0.295,130
2025-02-14,2025-02,2025,2,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,12,29.93,359.16,359.16,0.0,24.0,5.93,71.16,0.1981,96
2025-02-14,2025-02,2025,2,2025Q1,P052,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,1,18.8,18.8,18.8,0.0,12.5,6.3,6.3,0.3351,58
2025-02-15,2025-02,2025,2,2025Q1,P018,Arena fina saco 40 kg,Materiales de construcción,8,9.44,75.52,75.52,0.0,7.6,1.84,14.72,0.1949,120
2025-02-15,2025-02,2025,2,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,15,28.63,429.45,429.45,0.0,24.0,4.63,69.45,0.1617,96
2025-02-15,2025-02,2025,2,2025Q1,P005,Cinta métrica 5 m,Herramientas manuales,3,13.41,40.23,40.23,0.0,8.8,4.61,13.83,0.3438,57
2025-02-15,2025-02,2025,2,2025Q1,P001,Martillo de acero 16 oz,Herramientas manuales,1,27.83,27.83,27.83,0.0,18.5,9.33,9.33,0.3352,34
2025-02-15,2025-02,2025,2,2025Q1,P055,Remache pop 1/8 ciento,Tornillería y fijaciones,5,15.73,78.65,78.65,0.0,9.5,6.23,31.15,0.3961,41
2025-02-15,2025-02,2025,2,2025Q1,P049,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,3,8.63,25.89,25.89,0.0,4.8,3.83,11.49,0.4438,145
2025-02-16,2025-02,2025,2,2025Q1,P017,Cemento bolsa 42.5 kg,Materiales de construcción,12,30.49,365.88,365.88,0.0,24.0,6.49,77.88,0.2129,96
2025-02-16,2025-02,2025,2,2025Q1,P057,Guante de seguridad latex par,Seguridad industrial,5,6.87,34.35,34.35,0.0,4.3,2.57,12.85,0.3741,150
2025-02-16,2025-02,2025,2,2025Q1,P054,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,4,10.31,41.24,41.24,0.0,6.0,4.31,17.24,0.418,75
2025-02-16,2025-02,2025,2,2025Q1,P047,Válvula check 1/2 pulgada,Gasfitería,4,26.54,106.16,106.16,0.0,18.0,8.54,34.16,0.3218,20
2025-02-17,2025-02,2025,2,2025Q1,P002,Alicate universal 8 pulgadas,Herramientas manuales,2,23.63,47.26,47.26,0.0,16.2,7.43,14.86,0.3144,42
2025-02-17,2025-02,2025,2,2025Q1,P038,Breaker termomagnético 20A,Electricidad,10,34.04,340.4,340.4,0.0,24.0,10.04,100.4,0.2949,36
2025-02-17,2025-02,2025,2,2025Q1,P044,Cinta teflón 12 mm,Gasfitería,10,1.99,19.9,19.9,0.0,1.1,0.89,8.9,0.4472,210
2025-02-17,2025-02,2025,2,2025Q1,P043,Llave esférica 1/2 pulgada,Gasfitería,6,14.05,84.3,84.3,0.0,9.8,4.25,25.5,0.3025,74
2025-02-17,2025-02,2025,2,2025Q1,P043,Llave esférica 1/2 pulgada,Gasfitería,2,15.09,30.18,30.18,0.0,9.8,5.29,10.58,0.3506,74
2025-02-17,2025-02,2025,2,2025Q1,P001,Martillo de acero 16 oz,Herramientas manuales,5,27.3,136.5,136.5,0.0,18.5,8.8,44.0,0.3223,34
